project_id,work_name,work_type,category,district_id,state_id,constituency_id,contractor_id,agency_id,recommendation_date,sanction_date,target_completion_date,status,project_latitude,project_longitude
MPLADS-002304,School Additional Classroom at Ward-35,School Additional Classroom,Education Infrastructure,DIST-0436,ST-12,PC-0637,CONT-0135,AGENCY-0125,2022-08-13,2022-09-19,2023-02-16,WORK_IN_PROGRESS,17.72897,80.70526
MPLADS-002305,Major River Overbridge at Ward-21,Major River Overbridge,Mega Infrastructure,DIST-0471,ST-13,PC-0687,CONT-0289,AGENCY-0067,2022-05-16,2022-06-06,2023-07-11,WORK_IN_PROGRESS,9.48724,75.39104
MPLADS-002306,Ambulance Vehicle at Ward-89,Ambulance Vehicle,Public Health,DIST-0206,ST-05,PC-0298,CONT-0108,AGENCY-0732,2023-03-04,2023-04-08,2023-11-04,WORK_IN_PROGRESS,21.77874,82.0326
MPLADS-002307,Check Dam at Ward-16,Check Dam,Irrigation & Agriculture,DIST-0018,ST-01,PC-0026,CONT-0161,AGENCY-0448,2022-03-25,2022-05-03,2022-10-10,WORK_IN_PROGRESS,27.55357,77.74791
MPLADS-002308,Smart Classroom Lab at Ward-78,Smart Classroom Lab,Education Infrastructure,DIST-0472,ST-13,PC-0688,CONT-0278,AGENCY-0120,2022-05-31,2022-07-06,2022-12-03,WORK_IN_PROGRESS,8.09435,76.86642
MPLADS-002309,Lift Irrigation Scheme at Ward-24,Lift Irrigation Scheme,Irrigation & Agriculture,DIST-0158,ST-04,PC-0223,CONT-0058,AGENCY-1111,2022-08-25,2022-10-21,2023-03-30,WORK_IN_PROGRESS,22.08273,89.01543
MPLADS-002310,Culvert Bridge at Ward-79,Culvert Bridge,Roads & Bridges,DIST-0353,ST-09,PC-0513,CONT-0168,AGENCY-1003,2023-04-09,2023-04-25,2023-10-22,WORK_IN_PROGRESS,21.47495,74.41065
MPLADS-002311,Crematorium Shed at Ward-48,Crematorium Shed,Community Infrastructure,DIST-0345,ST-08,PC-0504,CONT-0300,AGENCY-0806,2023-07-28,2023-09-05,2024-01-03,WORK_IN_PROGRESS,17.68375,78.13061
MPLADS-002312,Check Dam at Ward-46,Check Dam,Irrigation & Agriculture,DIST-0016,ST-01,PC-0023,CONT-0216,AGENCY-1223,2022-06-07,2022-07-31,2023-01-07,WORK_IN_PROGRESS,24.14465,84.2491
MPLADS-002313,Check Dam at Ward-13,Check Dam,Irrigation & Agriculture,DIST-0327,ST-08,PC-0477,CONT-0056,AGENCY-0229,2022-05-08,2022-05-27,2022-11-03,WORK_IN_PROGRESS,14.07554,77.16121
MPLADS-002314,Multi-Village Hospital Block at Ward-50,Multi-Village Hospital Block,Mega Infrastructure,DIST-0587,ST-17,PC-0866,CONT-0149,AGENCY-0524,2023-07-07,2023-08-16,2024-09-19,WORK_IN_PROGRESS,22.92293,83.849
MPLADS-002315,Deep Tube Well at Ward-81,Deep Tube Well,Drinking Water,DIST-0532,ST-15,PC-0781,CONT-0153,AGENCY-1236,2022-01-26,2022-02-12,2022-05-13,WORK_IN_PROGRESS,24.22526,92.31425
MPLADS-002316,Piped Water Network at Ward-59,Piped Water Network,Drinking Water,DIST-0280,ST-07,PC-0410,CONT-0256,AGENCY-0399,2023-05-14,2023-06-13,2023-09-11,WORK_IN_PROGRESS,27.73818,73.45813
MPLADS-002317,Primary Health Sub-Centre at Ward-94,Primary Health Sub-Centre,Public Health,DIST-0502,ST-14,PC-0731,CONT-0170,AGENCY-0486,2023-10-01,2023-10-27,2024-05-24,WORK_IN_PROGRESS,24.7107,83.52354
MPLADS-002318,Lift Irrigation Scheme at Ward-21,Lift Irrigation Scheme,Irrigation & Agriculture,DIST-0113,ST-03,PC-0162,CONT-0147,AGENCY-0385,2022-02-24,2022-04-01,2022-09-08,COMPLETED,26.60975,85.36681
MPLADS-002319,RO Water Plant at Ward-61,RO Water Plant,Drinking Water,DIST-0163,ST-04,PC-0231,CONT-0235,AGENCY-0953,2023-05-13,2023-06-03,2023-09-01,WORK_IN_PROGRESS,24.97619,89.00423
MPLADS-002320,RO Water Plant at Ward-58,RO Water Plant,Drinking Water,DIST-0317,ST-08,PC-0464,CONT-0294,AGENCY-0591,2022-02-16,2022-03-26,2022-06-24,WORK_IN_PROGRESS,17.06484,75.9143
MPLADS-002321,Culvert Bridge at Ward-88,Culvert Bridge,Roads & Bridges,DIST-0573,ST-17,PC-0845,CONT-0213,AGENCY-1163,2023-07-25,2023-08-26,2024-02-22,WORK_IN_PROGRESS,20.68962,83.98332
MPLADS-002322,Library Room at Ward-95,Library Room,Education Infrastructure,DIST-0559,ST-16,PC-0821,CONT-0141,AGENCY-0029,2022-10-23,2022-12-11,2023-05-10,WORK_IN_PROGRESS,31.38146,74.9576
MPLADS-002323,District Sports Complex at Ward-27,District Sports Complex,Mega Infrastructure,DIST-0343,ST-08,PC-0502,CONT-0305,AGENCY-0571,2022-07-15,2022-08-16,2023-09-20,WORK_IN_PROGRESS,17.19314,77.26652
MPLADS-002324,Solar High-Mast Light at Ward-53,Solar High-Mast Light,Renewable Energy,DIST-0057,ST-01,PC-0084,CONT-0053,AGENCY-0115,2023-03-11,2023-05-02,2023-07-01,WORK_IN_PROGRESS,26.07121,83.30309
MPLADS-002325,School Boundary Wall at Ward-90,School Boundary Wall,Education Infrastructure,DIST-0614,ST-18,PC-0903,CONT-0238,AGENCY-0780,2022-01-25,2022-03-20,2022-08-17,WORK_IN_PROGRESS,27.84715,77.36881
MPLADS-002326,Solar High-Mast Light at Ward-01,Solar High-Mast Light,Renewable Energy,DIST-0065,ST-01,PC-0094,CONT-0180,AGENCY-0371,2023-04-29,2023-06-26,2023-08-25,WORK_IN_PROGRESS,29.48305,79.58074
MPLADS-002327,Crematorium Shed at Ward-37,Crematorium Shed,Community Infrastructure,DIST-0075,ST-01,PC-0108,CONT-0187,AGENCY-0995,2022-03-09,2022-03-31,2022-07-29,COMPLETED,26.62501,78.06849
MPLADS-002328,Solar High-Mast Light at Ward-31,Solar High-Mast Light,Renewable Energy,DIST-0194,ST-05,PC-0278,CONT-0234,AGENCY-0955,2022-01-21,2022-03-09,2022-05-08,WORK_IN_PROGRESS,25.09207,76.18075
MPLADS-002329,Check Dam at Ward-68,Check Dam,Irrigation & Agriculture,DIST-0151,ST-04,PC-0214,CONT-0130,AGENCY-0661,2022-12-02,2022-12-22,2023-05-31,WORK_IN_PROGRESS,24.82463,87.26768
MPLADS-002330,Multi-Village Hospital Block at Ward-20,Multi-Village Hospital Block,Mega Infrastructure,DIST-0016,ST-01,PC-0023,CONT-0167,AGENCY-1213,2023-01-08,2023-03-08,2024-04-11,WORK_IN_PROGRESS,24.11146,84.20027
MPLADS-002331,Library Room at Ward-68,Library Room,Education Infrastructure,DIST-0195,ST-05,PC-0279,CONT-0140,AGENCY-1065,2023-11-27,2024-01-04,2024-06-02,WORK_IN_PROGRESS,22.33821,75.90448
MPLADS-002332,RO Water Plant at Ward-48,RO Water Plant,Drinking Water,DIST-0516,ST-15,PC-0754,CONT-0120,AGENCY-1052,2022-06-29,2022-07-30,2022-10-28,WORK_IN_PROGRESS,24.82515,91.28929
MPLADS-002333,Multi-Village Hospital Block at Ward-77,Multi-Village Hospital Block,Mega Infrastructure,DIST-0529,ST-15,PC-0777,CONT-0187,AGENCY-0992,2022-01-19,2022-02-10,2023-03-17,WORK_IN_PROGRESS,27.50482,90.28965
MPLADS-002334,Lift Irrigation Scheme at Ward-70,Lift Irrigation Scheme,Irrigation & Agriculture,DIST-0117,ST-03,PC-0169,CONT-0289,AGENCY-0755,2023-04-10,2023-05-13,2023-10-20,WORK_IN_PROGRESS,25.48023,83.97787
MPLADS-002335,School Boundary Wall at Ward-78,School Boundary Wall,Education Infrastructure,DIST-0268,ST-07,PC-0390,CONT-0031,AGENCY-0498,2023-02-21,2023-04-11,2023-09-08,WORK_IN_PROGRESS,27.03887,74.63524
MPLADS-002336,School Additional Classroom at Ward-30,School Additional Classroom,Education Infrastructure,DIST-0299,ST-07,PC-0437,CONT-0043,AGENCY-0044,2023-05-12,2023-06-16,2023-11-13,WORK_IN_PROGRESS,28.41771,72.43811
MPLADS-002337,Community Tank at Ward-68,Community Tank,Drinking Water,DIST-0177,ST-05,PC-0249,CONT-0207,AGENCY-0210,2023-08-07,2023-09-19,2023-12-18,COMPLETED,22.19267,80.81676
MPLADS-002338,Smart Classroom Lab at Ward-43,Smart Classroom Lab,Education Infrastructure,DIST-0583,ST-17,PC-0861,CONT-0009,AGENCY-0427,2022-09-02,2022-09-29,2023-02-26,WORK_IN_PROGRESS,18.12815,81.8902
MPLADS-002339,Community Tank at Ward-49,Community Tank,Drinking Water,DIST-0484,ST-14,PC-0707,CONT-0262,AGENCY-0206,2023-04-15,2023-05-27,2023-08-25,WORK_IN_PROGRESS,22.51852,83.9484
MPLADS-002340,Primary Health Sub-Centre at Ward-03,Primary Health Sub-Centre,Public Health,DIST-0392,ST-10,PC-0566,CONT-0201,AGENCY-0046,2022-08-12,2022-09-21,2023-04-19,WORK_IN_PROGRESS,17.78787,81.93924
MPLADS-002341,CC Road Construction at Ward-48,CC Road Construction,Roads & Bridges,DIST-0434,ST-11,PC-0632,CONT-0134,AGENCY-0306,2022-05-10,2022-07-04,2022-12-31,WORK_IN_PROGRESS,18.81226,82.35397
MPLADS-002342,Maternity Ward Facility at Ward-83,Maternity Ward Facility,Public Health,DIST-0241,ST-06,PC-0351,CONT-0121,AGENCY-0702,2022-10-25,2022-12-17,2023-07-15,WORK_IN_PROGRESS,8.60254,77.24248
MPLADS-002343,Farm Pond Renovation at Ward-98,Farm Pond Renovation,Irrigation & Agriculture,DIST-0123,ST-03,PC-0179,CONT-0295,AGENCY-0586,2022-05-31,2022-06-28,2022-12-05,WORK_IN_PROGRESS,24.48075,84.66082
MPLADS-002344,Deep Tube Well at Ward-74,Deep Tube Well,Drinking Water,DIST-0151,ST-04,PC-0214,CONT-0225,AGENCY-0944,2023-11-30,2024-01-04,2024-04-03,COMPLETED,24.83478,87.1691
MPLADS-002345,Smart Classroom Lab at Ward-19,Smart Classroom Lab,Education Infrastructure,DIST-0069,ST-01,PC-0100,CONT-0219,AGENCY-0417,2023-02-04,2023-03-13,2023-08-10,WORK_IN_PROGRESS,28.73822,82.64562
MPLADS-002346,Piped Water Network at Ward-65,Piped Water Network,Drinking Water,DIST-0176,ST-05,PC-0248,CONT-0270,AGENCY-0546,2022-01-24,2022-03-08,2022-06-06,WORK_IN_PROGRESS,21.01929,78.11028
MPLADS-002347,Library Room at Ward-89,Library Room,Education Infrastructure,DIST-0016,ST-01,PC-0024,CONT-0110,AGENCY-0501,2022-05-07,2022-07-03,2022-11-30,WORK_IN_PROGRESS,24.16564,84.17683
MPLADS-002348,Lift Irrigation Scheme at Ward-14,Lift Irrigation Scheme,Irrigation & Agriculture,DIST-0119,ST-03,PC-0173,CONT-0058,AGENCY-0089,2023-07-14,2023-08-04,2024-01-11,COMPLETED,26.4369,84.6015
MPLADS-002349,District Sports Complex at Ward-39,District Sports Complex,Mega Infrastructure,DIST-0336,ST-08,PC-0491,CONT-0082,AGENCY-0434,2023-11-27,2024-01-17,2025-02-20,WORK_IN_PROGRESS,13.62236,78.01624
MPLADS-002350,Yatri Shed at Ward-15,Yatri Shed,Community Infrastructure,DIST-0099,ST-02,PC-0142,CONT-0204,AGENCY-0902,2022-06-19,2022-08-07,2022-12-05,WORK_IN_PROGRESS,18.4788,73.99899
MPLADS-002351,CC Road Construction at Ward-93,CC Road Construction,Roads & Bridges,DIST-0163,ST-04,PC-0231,CONT-0280,AGENCY-0305,2022-07-30,2022-08-14,2023-02-10,WORK_IN_PROGRESS,24.85181,88.92255
MPLADS-002352,Community Hall at Ward-14,Community Hall,Community Infrastructure,DIST-0495,ST-14,PC-0723,CONT-0266,AGENCY-0721,2023-07-26,2023-08-30,2023-12-28,COMPLETED,22.83202,84.73241
MPLADS-002353,Ambulance Vehicle at Ward-17,Ambulance Vehicle,Public Health,DIST-0527,ST-15,PC-0773,CONT-0170,AGENCY-1160,2023-04-23,2023-06-19,2024-01-15,WORK_IN_PROGRESS,25.5746,91.52041
MPLADS-002354,Farm Pond Renovation at Ward-15,Farm Pond Renovation,Irrigation & Agriculture,DIST-0102,ST-02,PC-0146,CONT-0185,AGENCY-1181,2023-06-17,2023-07-29,2024-01-05,WORK_IN_PROGRESS,20.50911,79.46661
MPLADS-002355,Solar Rooftop Panel at Ward-27,Solar Rooftop Panel,Renewable Energy,DIST-0422,ST-11,PC-0616,CONT-0275,AGENCY-0563,2022-02-25,2022-04-22,2022-06-21,COMPLETED,18.67346,84.71337
MPLADS-002356,Farm Pond Renovation at Ward-37,Farm Pond Renovation,Irrigation & Agriculture,DIST-0570,ST-17,PC-0840,CONT-0188,AGENCY-0294,2023-07-23,2023-08-11,2024-01-18,WORK_IN_PROGRESS,21.51678,81.41036
MPLADS-002357,Community Hall at Ward-50,Community Hall,Community Infrastructure,DIST-0159,ST-04,PC-0224,CONT-0142,AGENCY-0997,2022-10-14,2022-11-24,2023-03-24,COMPLETED,25.84682,87.70663
MPLADS-002358,Paver Block Road at Ward-75,Paver Block Road,Roads & Bridges,DIST-0136,ST-03,PC-0195,CONT-0218,AGENCY-0302,2023-07-23,2023-08-28,2024-02-24,WORK_IN_PROGRESS,25.25675,85.57677
MPLADS-002359,Community Hall at Ward-38,Community Hall,Community Infrastructure,DIST-0230,ST-06,PC-0335,CONT-0169,AGENCY-0923,2023-02-06,2023-04-01,2023-07-30,WORK_IN_PROGRESS,8.26016,80.32946
MPLADS-002360,Culvert Bridge at Ward-94,Culvert Bridge,Roads & Bridges,DIST-0375,ST-09,PC-0543,CONT-0268,AGENCY-0717,2023-11-10,2023-12-23,2024-06-20,COMPLETED,21.53536,71.2378
MPLADS-002361,Solar Rooftop Panel at Ward-66,Solar Rooftop Panel,Renewable Energy,DIST-0024,ST-01,PC-0035,CONT-0253,AGENCY-0992,2022-03-29,2022-05-25,2022-07-24,COMPLETED,28.35721,77.98714
MPLADS-002362,Major River Overbridge at Ward-15,Major River Overbridge,Mega Infrastructure,DIST-0195,ST-05,PC-0279,CONT-0287,AGENCY-0972,2023-09-09,2023-09-29,2024-11-02,COMPLETED,22.28331,75.96115
MPLADS-002363,Library Room at Ward-03,Library Room,Education Infrastructure,DIST-0069,ST-01,PC-0100,CONT-0024,AGENCY-0242,2023-08-25,2023-10-15,2024-03-13,WORK_IN_PROGRESS,28.81821,82.60949
MPLADS-002364,Multi-Village Hospital Block at Ward-80,Multi-Village Hospital Block,Mega Infrastructure,DIST-0267,ST-07,PC-0389,CONT-0199,AGENCY-0340,2023-05-30,2023-07-28,2024-08-31,WORK_IN_PROGRESS,27.27069,75.93222
MPLADS-002365,Solar Rooftop Panel at Ward-37,Solar Rooftop Panel,Renewable Energy,DIST-0378,ST-09,PC-0547,CONT-0195,AGENCY-0944,2023-09-10,2023-10-20,2023-12-19,WORK_IN_PROGRESS,23.89995,73.97919
MPLADS-002366,Solar Street Lighting at Ward-37,Solar Street Lighting,Renewable Energy,DIST-0077,ST-02,PC-0112,CONT-0167,AGENCY-0980,2022-07-10,2022-08-01,2022-09-30,WORK_IN_PROGRESS,21.69181,78.55637
MPLADS-002367,District Sports Complex at Ward-25,District Sports Complex,Mega Infrastructure,DIST-0589,ST-17,PC-0869,CONT-0182,AGENCY-0191,2022-05-16,2022-07-14,2023-08-18,WORK_IN_PROGRESS,20.42716,83.87855
MPLADS-002368,Maternity Ward Facility at Ward-62,Maternity Ward Facility,Public Health,DIST-0011,ST-01,PC-0015,CONT-0247,AGENCY-0838,2022-12-09,2023-01-28,2023-08-26,WORK_IN_PROGRESS,27.23594,78.15253
MPLADS-002369,Public Toilet Complex at Ward-51,Public Toilet Complex,Community Infrastructure,DIST-0537,ST-15,PC-0789,CONT-0072,AGENCY-1023,2022-06-02,2022-06-22,2022-10-20,WORK_IN_PROGRESS,26.139,94.17438
MPLADS-002370,CC Road Construction at Ward-75,CC Road Construction,Roads & Bridges,DIST-0017,ST-01,PC-0025,CONT-0100,AGENCY-0318,2022-04-24,2022-06-01,2022-11-28,WORK_IN_PROGRESS,27.14553,78.94859
MPLADS-002371,Farm Pond Renovation at Ward-18,Farm Pond Renovation,Irrigation & Agriculture,DIST-0437,ST-12,PC-0638,CONT-0184,AGENCY-1099,2022-05-15,2022-06-14,2022-11-21,COMPLETED,17.75719,79.97983
MPLADS-002372,Ayurvedic Dispensary at Ward-49,Ayurvedic Dispensary,Public Health,DIST-0159,ST-04,PC-0224,CONT-0063,AGENCY-0643,2022-10-21,2022-12-09,2023-07-07,WORK_IN_PROGRESS,25.91953,87.62627
MPLADS-002373,Library Room at Ward-87,Library Room,Education Infrastructure,DIST-0050,ST-01,PC-0072,CONT-0022,AGENCY-0946,2023-07-30,2023-09-24,2024-02-21,WORK_IN_PROGRESS,28.76852,78.43346
MPLADS-002374,Farm Pond Renovation at Ward-61,Farm Pond Renovation,Irrigation & Agriculture,DIST-0504,ST-14,PC-0734,CONT-0016,AGENCY-0463,2022-03-04,2022-04-19,2022-09-26,WORK_IN_PROGRESS,23.04997,86.62953
MPLADS-002375,Deep Tube Well at Ward-05,Deep Tube Well,Drinking Water,DIST-0137,ST-03,PC-0197,CONT-0162,AGENCY-0498,2022-04-07,2022-04-29,2022-07-28,WORK_IN_PROGRESS,26.40074,83.81206
MPLADS-002376,Maternity Ward Facility at Ward-84,Maternity Ward Facility,Public Health,DIST-0189,ST-05,PC-0268,CONT-0187,AGENCY-0400,2023-05-31,2023-07-15,2024-02-10,WORK_IN_PROGRESS,21.66252,75.94687
MPLADS-002377,Solar Rooftop Panel at Ward-11,Solar Rooftop Panel,Renewable Energy,DIST-0515,ST-15,PC-0753,CONT-0233,AGENCY-0338,2023-09-07,2023-10-19,2023-12-18,WORK_IN_PROGRESS,25.76063,92.82769
MPLADS-002378,Smart Classroom Lab at Ward-46,Smart Classroom Lab,Education Infrastructure,DIST-0100,ST-02,PC-0143,CONT-0243,AGENCY-0559,2023-09-24,2023-10-19,2024-03-17,WORK_IN_PROGRESS,17.08022,73.33331
MPLADS-002379,School Boundary Wall at Ward-01,School Boundary Wall,Education Infrastructure,DIST-0139,ST-03,PC-0199,CONT-0307,AGENCY-0513,2022-11-20,2023-01-08,2023-06-07,WORK_IN_PROGRESS,27.12559,84.57871
MPLADS-002380,Ayurvedic Dispensary at Ward-81,Ayurvedic Dispensary,Public Health,DIST-0377,ST-09,PC-0545,CONT-0087,AGENCY-0386,2023-03-01,2023-04-19,2023-11-15,WORK_IN_PROGRESS,20.15143,73.58184
MPLADS-002381,Solar Rooftop Panel at Ward-33,Solar Rooftop Panel,Renewable Energy,DIST-0075,ST-01,PC-0108,CONT-0030,AGENCY-0838,2022-10-29,2022-12-01,2023-01-30,WORK_IN_PROGRESS,26.6746,78.06028
MPLADS-002382,Community Tank at Ward-75,Community Tank,Drinking Water,DIST-0503,ST-14,PC-0732,CONT-0115,AGENCY-0873,2023-07-28,2023-08-28,2023-11-26,COMPLETED,22.61973,86.45304
MPLADS-002383,Maternity Ward Facility at Ward-34,Maternity Ward Facility,Public Health,DIST-0167,ST-04,PC-0237,CONT-0230,AGENCY-0758,2023-01-02,2023-02-27,2023-09-25,WORK_IN_PROGRESS,26.38948,87.39173
MPLADS-002384,Culvert Bridge at Ward-90,Culvert Bridge,Roads & Bridges,DIST-0497,ST-14,PC-0725,CONT-0234,AGENCY-0244,2023-07-15,2023-08-04,2024-01-31,WORK_IN_PROGRESS,23.11751,84.08011
MPLADS-002385,Farm Pond Renovation at Ward-05,Farm Pond Renovation,Irrigation & Agriculture,DIST-0466,ST-12,PC-0680,CONT-0064,AGENCY-0904,2022-09-01,2022-09-25,2023-03-04,WORK_IN_PROGRESS,18.13045,81.09842
MPLADS-002386,Community Tank at Ward-78,Community Tank,Drinking Water,DIST-0027,ST-01,PC-0039,CONT-0017,AGENCY-0232,2022-09-15,2022-11-02,2023-01-31,COMPLETED,29.27657,80.49221
MPLADS-002387,Solar Rooftop Panel at Ward-18,Solar Rooftop Panel,Renewable Energy,DIST-0034,ST-01,PC-0050,CONT-0004,AGENCY-0560,2022-07-30,2022-09-02,2022-11-01,COMPLETED,29.01392,81.81512
MPLADS-002388,Community Tank at Ward-41,Community Tank,Drinking Water,DIST-0436,ST-12,PC-0637,CONT-0037,AGENCY-0880,2023-10-31,2023-12-28,2024-03-27,WORK_IN_PROGRESS,17.6944,80.70492
MPLADS-002389,Paver Block Road at Ward-40,Paver Block Road,Roads & Bridges,DIST-0255,ST-06,PC-0372,CONT-0036,AGENCY-0541,2022-10-06,2022-10-23,2023-04-21,WORK_IN_PROGRESS,11.81467,76.95976
MPLADS-002390,Culvert Bridge at Ward-03,Culvert Bridge,Roads & Bridges,DIST-0365,ST-09,PC-0529,CONT-0209,AGENCY-0400,2023-06-08,2023-07-25,2024-01-21,WORK_IN_PROGRESS,21.01531,69.26063
MPLADS-002391,District Sports Complex at Ward-63,District Sports Complex,Mega Infrastructure,DIST-0593,ST-17,PC-0873,CONT-0055,AGENCY-1183,2023-08-13,2023-09-03,2024-10-07,WORK_IN_PROGRESS,18.41329,82.69603
MPLADS-002392,RO Water Plant at Ward-51,RO Water Plant,Drinking Water,DIST-0288,ST-07,PC-0423,CONT-0134,AGENCY-0120,2022-12-26,2023-02-15,2023-05-16,WORK_IN_PROGRESS,28.91075,70.15686
MPLADS-002393,Deep Tube Well at Ward-65,Deep Tube Well,Drinking Water,DIST-0171,ST-04,PC-0243,CONT-0025,AGENCY-0141,2022-03-08,2022-04-04,2022-07-03,COMPLETED,25.4424,86.21807
MPLADS-002394,Yatri Shed at Ward-87,Yatri Shed,Community Infrastructure,DIST-0596,ST-17,PC-0877,CONT-0227,AGENCY-0101,2023-09-08,2023-10-29,2024-02-26,DELAYED,21.75831,82.93222
MPLADS-002395,Primary Health Sub-Centre at Ward-28,Primary Health Sub-Centre,Public Health,DIST-0496,ST-14,PC-0724,CONT-0154,AGENCY-1054,2022-03-30,2022-05-18,2022-12-14,COMPLETED,23.73368,85.68305
MPLADS-002396,Paver Block Road at Ward-21,Paver Block Road,Roads & Bridges,DIST-0542,ST-16,PC-0794,CONT-0025,AGENCY-1212,2022-07-19,2022-09-04,2023-03-03,WORK_IN_PROGRESS,31.85954,75.7881
MPLADS-002397,Paver Block Road at Ward-31,Paver Block Road,Roads & Bridges,DIST-0397,ST-10,PC-0575,CONT-0070,AGENCY-0938,2022-01-21,2022-02-27,2022-08-26,WORK_IN_PROGRESS,15.86143,78.91644
MPLADS-002398,Culvert Bridge at Ward-68,Culvert Bridge,Roads & Bridges,DIST-0376,ST-09,PC-0544,CONT-0310,AGENCY-1133,2022-06-25,2022-08-21,2023-02-17,WORK_IN_PROGRESS,22.69952,69.99579
MPLADS-002399,Community Hall at Ward-53,Community Hall,Community Infrastructure,DIST-0614,ST-18,PC-0903,CONT-0127,AGENCY-0904,2023-11-25,2023-12-14,2024-04-12,WORK_IN_PROGRESS,27.8346,77.45667
MPLADS-002400,Public Toilet Complex at Ward-47,Public Toilet Complex,Community Infrastructure,DIST-0019,ST-01,PC-0028,CONT-0170,AGENCY-0613,2022-08-18,2022-10-04,2023-02-01,WORK_IN_PROGRESS,25.44549,77.28615
MPLADS-002401,Public Toilet Complex at Ward-46,Public Toilet Complex,Community Infrastructure,DIST-0260,ST-06,PC-0379,CONT-0190,AGENCY-0424,2023-01-30,2023-03-29,2023-07-27,WORK_IN_PROGRESS,11.18857,78.16775
MPLADS-002402,Ayurvedic Dispensary at Ward-43,Ayurvedic Dispensary,Public Health,DIST-0078,ST-02,PC-0113,CONT-0234,AGENCY-1119,2023-11-22,2023-12-29,2024-07-26,COMPLETED,19.41735,77.70658
MPLADS-002403,Check Dam at Ward-10,Check Dam,Irrigation & Agriculture,DIST-0390,ST-10,PC-0563,CONT-0071,AGENCY-1024,2022-06-20,2022-07-06,2022-12-13,WORK_IN_PROGRESS,17.28133,78.19619
MPLADS-002404,Solar High-Mast Light at Ward-26,Solar High-Mast Light,Renewable Energy,DIST-0274,ST-07,PC-0400,CONT-0017,AGENCY-0048,2023-01-27,2023-02-27,2023-04-28,WORK_IN_PROGRESS,27.49962,74.13056
MPLADS-002405,Ayurvedic Dispensary at Ward-54,Ayurvedic Dispensary,Public Health,DIST-0080,ST-02,PC-0117,CONT-0192,AGENCY-1185,2022-07-12,2022-09-02,2023-03-31,WORK_IN_PROGRESS,19.19629,73.29283
MPLADS-002406,Community Tank at Ward-90,Community Tank,Drinking Water,DIST-0078,ST-02,PC-0114,CONT-0274,AGENCY-0376,2023-11-17,2023-12-10,2024-03-09,COMPLETED,19.33974,77.73887
MPLADS-002407,Community Tank at Ward-42,Community Tank,Drinking Water,DIST-0312,ST-07,PC-0459,CONT-0285,AGENCY-0519,2022-04-30,2022-05-19,2022-08-17,WORK_IN_PROGRESS,25.76089,75.31212
MPLADS-002408,Public Toilet Complex at Ward-50,Public Toilet Complex,Community Infrastructure,DIST-0430,ST-11,PC-0627,CONT-0295,AGENCY-0997,2023-06-14,2023-07-24,2023-11-21,WORK_IN_PROGRESS,20.52085,82.8802
MPLADS-002409,School Additional Classroom at Ward-96,School Additional Classroom,Education Infrastructure,DIST-0128,ST-03,PC-0184,CONT-0091,AGENCY-0603,2022-01-06,2022-02-04,2022-07-04,WORK_IN_PROGRESS,26.97748,85.11457
MPLADS-002410,Community Hall at Ward-52,Community Hall,Community Infrastructure,DIST-0437,ST-12,PC-0638,CONT-0166,AGENCY-0191,2022-08-01,2022-09-05,2023-01-03,WORK_IN_PROGRESS,17.60629,79.93586
MPLADS-002411,Multi-Village Hospital Block at Ward-58,Multi-Village Hospital Block,Mega Infrastructure,DIST-0118,ST-03,PC-0171,CONT-0154,AGENCY-1098,2022-01-18,2022-02-15,2023-03-22,WORK_IN_PROGRESS,26.57083,87.51787
MPLADS-002412,Bituminous Road at Ward-32,Bituminous Road,Roads & Bridges,DIST-0082,ST-02,PC-0121,CONT-0133,AGENCY-0155,2022-01-28,2022-02-27,2022-08-26,WORK_IN_PROGRESS,20.07379,74.19711
MPLADS-002413,Smart Classroom Lab at Ward-15,Smart Classroom Lab,Education Infrastructure,DIST-0362,ST-09,PC-0525,CONT-0188,AGENCY-1110,2022-01-06,2022-02-23,2022-07-23,WORK_IN_PROGRESS,21.61751,70.05509
MPLADS-002414,Solar Rooftop Panel at Ward-93,Solar Rooftop Panel,Renewable Energy,DIST-0263,ST-06,PC-0383,CONT-0287,AGENCY-0756,2022-03-31,2022-05-19,2022-07-18,WORK_IN_PROGRESS,10.32264,79.56205
MPLADS-002415,Multi-Village Hospital Block at Ward-71,Multi-Village Hospital Block,Mega Infrastructure,DIST-0011,ST-01,PC-0015,CONT-0118,AGENCY-0660,2022-10-03,2022-10-30,2023-12-04,WORK_IN_PROGRESS,27.27663,78.09121
MPLADS-002416,Multi-Village Hospital Block at Ward-01,Multi-Village Hospital Block,Mega Infrastructure,DIST-0284,ST-07,PC-0416,CONT-0065,AGENCY-0510,2022-04-30,2022-06-14,2023-07-19,COMPLETED,25.8855,77.71856
MPLADS-002417,District Sports Complex at Ward-38,District Sports Complex,Mega Infrastructure,DIST-0475,ST-13,PC-0692,CONT-0052,AGENCY-0365,2023-07-11,2023-08-02,2024-09-05,WORK_IN_PROGRESS,10.10603,77.4126
MPLADS-002418,Solar Street Lighting at Ward-56,Solar Street Lighting,Renewable Energy,DIST-0087,ST-02,PC-0127,CONT-0222,AGENCY-0832,2023-04-05,2023-04-28,2023-06-27,WORK_IN_PROGRESS,20.48078,79.34095
